cents,f0,rep,q0_mode,q0_nuniq,q1_mode,q1_nuniq,q2_mode,q2_nuniq,q3_mode,q3_nuniq
866.0,362.7989273527196,2,494,13,854,14,917,19,862,19
868.0,363.21829129620005,0,448,13,854,12,917,18,126,23
868.0,363.21829129620005,1,682,15,854,12,917,20,862,23
868.0,363.21829129620005,2,1002,16,761,12,194,18,986,19
870.0,363.63813998785315,0,448,12,968,12,917,20,126,25
870.0,363.63813998785315,1,682,15,761,13,917,15,862,20
870.0,363.63813998785315,2,448,13,538,12,917,21,986,22
872.0,364.05847398800563,0,494,17,538,12,917,20,862,18
872.0,364.05847398800563,1,682,13,854,8,917,18,862,24
872.0,364.05847398800563,2,594,15,854,12,917,17,986,20
874.0,364.4792938576318,0,458,14,854,14,917,20,550,19
874.0,364.4792938576318,1,594,13,854,10,917,16,986,21
874.0,364.4792938576318,2,494,12,854,14,917,18,304,23
876.0,364.90060015835434,0,448,15,538,14,917,16,6,18
876.0,364.90060015835434,1,682,16,538,14,917,19,986,24
876.0,364.90060015835434,2,423,16,761,10,917,17,986,23
878.0,365.32239345244534,0,494,12,854,11,917,17,126,21
878.0,365.32239345244534,1,448,15,538,11,917,18,986,26
878.0,365.32239345244534,2,458,16,538,15,257,19,986,22
880.0,365.74467430282664,0,1002,17,854,9,917,17,986,21
880.0,365.74467430282664,1,544,13,761,10,917,14,986,19
880.0,365.74467430282664,2,494,11,854,11,194,17,892,15
882.0,366.1674432730708,0,1002,18,761,13,917,15,986,20
882.0,366.1674432730708,1,458,12,854,11,917,16,131,21
882.0,366.1674432730708,2,956,14,854,14,917,16,131,22
884.0,366.5907009274019,0,895,11,854,9,194,15,550,21
884.0,366.5907009274019,1,448,14,854,12,917,13,131,19
884.0,366.5907009274019,2,449,10,538,9,917,14,683,19
886.0,367.01444783069604,0,458,17,538,14,917,20,986,22
886.0,367.01444783069604,1,448,11,854,10,917,14,986,23
886.0,367.01444783069604,2,458,13,854,13,917,18,611,22
888.0,367.4386845484825,0,448,13,538,10,917,15,986,23
888.0,367.4386845484825,1,458,13,538,12,917,13,474,20
888.0,367.4386845484825,2,458,13,854,13,917,19,611,24
890.0,367.8634116469442,0,494,12,854,12,194,18,596,21
890.0,367.8634116469442,1,423,13,854,10,917,19,986,22
890.0,367.8634116469442,2,449,12,854,11,917,15,986,21
892.0,368.2886296929182,0,587,10,854,9,917,15,683,20
892.0,368.2886296929182,1,458,12,854,10,194,17,596,21
892.0,368.2886296929182,2,458,10,854,11,789,17,611,21
894.0,368.7143392538974,0,458,12,854,10,917,15,46,19
894.0,368.7143392538974,1,423,13,854,10,917,15,986,16
894.0,368.7143392538974,2,423,16,854,11,917,13,878,19
896.0,369.14054089803005,0,418,15,538,13,260,15,986,21
896.0,369.14054089803005,1,458,15,538,11,194,16,986,20
896.0,369.14054089803005,2,458,15,854,12,194,16,986,24
898.0,369.56723519412145,0,449,11,854,9,917,16,986,20
898.0,369.56723519412145,1,423,15,854,12,917,17,986,17
898.0,369.56723519412145,2,544,11,854,10,917,15,986,20
900.0,369.9944227116344,0,458,15,538,12,260,17,97,18
900.0,369.9944227116344,1,458,13,854,12,917,19,596,21
900.0,369.9944227116344,2,278,14,854,12,917,18,986,22
902.0,370.4221040206898,0,458,15,538,15,917,20,550,24
902.0,370.4221040206898,1,458,12,854,10,789,19,596,23
902.0,370.4221040206898,2,458,12,854,12,820,17,131,21
904.0,370.8502796920677,0,458,11,854,9,789,17,97,24
904.0,370.8502796920677,1,458,12,854,15,917,15,131,22
904.0,370.8502796920677,2,423,14,854,8,917,14,97,23
906.0,371.27895029720787,0,458,14,854,13,260,15,131,25
906.0,371.27895029720787,1,544,10,854,9,917,17,986,18
906.0,371.27895029720787,2,544,14,854,13,917,20,986,20
908.0,371.70811640821057,0,458,13,538,13,917,15,986,20
908.0,371.70811640821057,1,423,10,854,6,917,16,986,25
908.0,371.70811640821057,2,418,14,854,13,260,18,587,21
910.0,372.1377785978373,0,278,14,854,14,260,18,986,20
910.0,372.1377785978373,1,423,9,854,11,917,15,986,20
910.0,372.1377785978373,2,458,13,854,11,917,15,660,21
912.0,372.5679374395119,0,458,14,538,12,917,21,131,27
912.0,372.5679374395119,1,458,14,854,15,194,20,587,22
912.0,372.5679374395119,2,458,14,854,17,917,19,986,21
914.0,372.99859350732083,0,423,9,854,10,917,17,986,15
914.0,372.99859350732083,1,423,13,854,11,917,15,986,22
914.0,372.99859350732083,2,544,11,854,12,917,17,986,20
916.0,373.42974737601406,0,458,11,854,14,917,18,596,23
916.0,373.42974737601406,1,458,11,968,12,789,15,587,19
916.0,373.42974737601406,2,418,12,854,8,917,13,131,19
918.0,373.8613996210061,0,544,12,854,10,917,18,986,19
918.0,373.8613996210061,1,494,11,854,9,789,17,596,17
918.0,373.8613996210061,2,544,10,854,9,917,14,986,19
920.0,374.2935508183765,0,458,6,855,9,737,16,131,19
920.0,374.2935508183765,1,544,6,854,9,789,12,611,13
920.0,374.2935508183765,2,544,6,854,8,917,12,97,17
922.0,374.7262015448707,0,956,6,855,7,737,9,237,12
922.0,374.7262015448707,1,278,6,854,6,917,7,131,8
922.0,374.7262015448707,2,587,6,538,6,81,10,587,6
924.0,375.159352377901,0,423,4,836,7,1019,9,587,8
924.0,375.159352377901,1,458,5,286,4,260,5,596,9
924.0,375.159352377901,2,278,4,854,6,194,5,892,7
926.0,375.5930038955467,0,278,7,854,7,260,10,587,17
926.0,375.5930038955467,1,544,8,761,10,917,12,986,14
926.0,375.5930038955467,2,544,9,761,11,917,16,986,12
928.0,376.02715667655576,0,423,7,854,7,917,12,0,14
928.0,376.02715667655576,1,544,7,854,10,917,19,986,19
928.0,376.02715667655576,2,458,7,854,11,737,18,131,14
930.0,376.461811300345,0,544,9,854,10,917,18,986,16
930.0,376.461811300345,1,423,8,854,9,917,13,587,14
930.0,376.461811300345,2,544,10,854,10,917,17,683,16
932.0,376.8969683470007,0,458,9,854,14,737,18,596,17
932.0,376.8969683470007,1,423,10,854,10,260,24,986,17
932.0,376.8969683470007,2,458,12,854,12,917,18,131,21
934.0,377.3326283972802,0,458,12,854,12,789,20,587,20
934.0,377.3326283972802,1,544,10,854,10,917,17,587,18
934.0,377.3326283972802,2,449,11,854,11,917,18,587,23
936.0,377.76879203261166,0,423,9,854,9,917,17,986,22
936.0,377.76879203261166,1,587,12,854,14,917,18,986,25
936.0,377.76879203261166,2,458,13,854,16,917,19,587,23
938.0,378.20545983509555,0,458,11,854,16,917,23,986,17
938.0,378.20545983509555,1,544,13,854,14,917,21,587,19
938.0,378.20545983509555,2,895,12,854,9,789,22,131,18
940.0,378.6426323875052,0,587,10,854,10,917,22,986,19
940.0,378.6426323875052,1,458,14,854,14,917,22,587,21
940.0,378.6426323875052,2,544,12,854,14,917,17,237,22
942.0,379.0803102732876,0,587,8,854,13,789,19,237,20
942.0,379.0803102732876,1,449,9,854,11,917,20,237,21
942.0,379.0803102732876,2,278,9,854,13,917,17,587,19
944.0,379.51849407656385,0,458,15,854,14,917,21,986,21
944.0,379.51849407656385,1,449,9,854,11,917,20,587,21
944.0,379.51849407656385,2,544,11,854,12,917,18,986,22
946.0,379.9571843821307,0,458,12,854,12,737,19,131,23
946.0,379.9571843821307,1,278,10,854,9,917,15,986,18
946.0,379.9571843821307,2,449,9,854,11,917,19,986,20
948.0,380.39638177546067,0,458,13,854,12,260,21,237,21
948.0,380.39638177546067,1,587,10,854,14,789,14,587,21
948.0,380.39638177546067,2,158,9,854,11,917,15,237,19
950.0,380.8360868427029,0,458,15,854,17,399,19,986,18
950.0,380.8360868427029,1,458,12,854,13,180,22,237,26
950.0,380.8360868427029,2,544,13,854,13,917,22,986,17
952.0,381.2763001706843,0,458,14,854,16,917,15,683,19
952.0,381.2763001706843,1,458,14,854,14,699,18,237,16
952.0,381.2763001706843,2,458,15,854,14,917,15,986,15
954.0,381.7170223469099,0,458,13,854,18,250,25,986,20
954.0,381.7170223469099,1,458,12,854,15,917,20,587,24
954.0,381.7170223469099,2,158,10,854,10,917,19,986,19
956.0,382.1582539595639,0,458,13,854,16,917,22,237,22
956.0,382.1582539595639,1,458,11,854,18,399,23,37,22
956.0,382.1582539595639,2,278,11,854,13,822,18,986,14
958.0,382.5999955975106,0,418,11,854,14,737,22,237,19
958.0,382.5999955975106,1,449,11,854,9,180,20,683,19
958.0,382.5999955975106,2,458,14,854,11,216,17,986,20
960.0,383.04224785029464,0,278,9,854,12,888,15,587,17
960.0,383.04224785029464,1,458,12,854,18,917,21,237,22
960.0,383.04224785029464,2,458,13,854,16,399,22,237,22
962.0,383.48501130814225,0,458,11,854,11,888,19,237,24
962.0,383.48501130814225,1,158,10,854,11,917,21,237,20
962.0,383.48501130814225,2,458,14,854,14,822,22,683,28
964.0,383.92828656196207,0,587,13,854,14,180,20,986,18
964.0,383.92828656196207,1,458,13,854,16,917,21,986,23
964.0,383.92828656196207,2,458,13,84,19,250,19,986,22
966.0,384.3720742033455,0,449,10,854,5,180,13,455,14
966.0,384.3720742033455,1,418,10,854,9,779,14,37,15
966.0,384.3720742033455,2,449,11,66,10,822,11,986,16
968.0,384.81637482456796,0,458,14,854,17,180,21,455,19
968.0,384.81637482456796,1,418,12,854,15,917,23,1008,21
968.0,384.81637482456796,2,458,10,854,13,237,24,587,20
970.0,385.2611890185895,0,423,9,854,13,888,18,98,20
970.0,385.2611890185895,1,458,14,854,15,399,21,37,22
970.0,385.2611890185895,2,423,9,854,10,888,18,542,22
972.0,385.7065173790554,0,48,10,66,9,399,14,986,16
972.0,385.7065173790554,1,782,11,854,10,81,14,1011,17
972.0,385.7065173790554,2,48,10,854,8,306,12,455,11
974.0,386.15236050029745,0,458,10,854,14,737,16,542,22
974.0,386.15236050029745,1,458,12,876,16,888,20,986,19
974.0,386.15236050029745,2,458,11,854,12,250,18,98,22
976.0,386.59871897733404,0,587,13,854,7,888,21,37,21
976.0,386.59871897733404,1,418,10,854,11,1010,16,98,20
976.0,386.59871897733404,2,158,10,854,11,888,16,986,20
978.0,387.04559340587167,0,458,11,854,15,546,18,455,26
978.0,387.04559340587167,1,458,11,854,13,737,19,98,19
978.0,387.04559340587167,2,587,11,854,18,888,22,683,20
980.0,387.49298438230534,0,158,8,854,7,306,13,98,9
980.0,387.49298438230534,1,48,11,854,8,442,13,542,18
980.0,387.49298438230534,2,158,9,854,8,888,11,1011,11
982.0,387.9408925037193,0,458,13,854,16,306,22,986,16
982.0,387.9408925037193,1,458,11,854,15,260,21,37,21
982.0,387.9408925037193,2,587,11,854,8,888,19,1008,22
984.0,388.3893183678881,0,587,12,854,12,250,20,986,21
984.0,388.3893183678881,1,587,13,854,11,888,16,986,14
984.0,388.3893183678881,2,458,12,854,11,888,19,98,23
986.0,388.83826257327735,0,458,12,854,14,888,20,1008,21
986.0,388.83826257327735,1,458,12,854,14,888,20,750,25
986.0,388.83826257327735,2,158,11,854,12,888,18,98,17
988.0,389.28772571904426,0,587,11,854,9,888,18,37,22
988.0,389.28772571904426,1,458,13,854,16,888,19,37,20
988.0,389.28772571904426,2,449,10,854,10,888,17,37,21
990.0,389.73770840503863,0,458,10,854,12,1010,17,455,17
990.0,389.73770840503863,1,449,11,854,8,180,17,986,18
990.0,389.73770840503863,2,423,9,854,11,888,13,98,19
992.0,390.1882112318038,0,423,11,854,10,779,15,986,19
992.0,390.1882112318038,1,301,12,854,13,1010,18,455,17
992.0,390.1882112318038,2,458,11,854,9,888,14,37,14
994.0,390.63923480057707,0,158,9,66,10,888,18,1008,22
994.0,390.63923480057707,1,587,11,854,11,888,19,1008,20
994.0,390.63923480057707,2,158,10,854,11,888,18,37,22
996.0,391.0907797132909,0,458,13,854,13,1010,17,98,21
996.0,391.0907797132909,1,449,11,854,10,888,14,98,21
996.0,391.0907797132909,2,587,10,854,10,888,15,750,18
998.0,391.54284657257335,0,458,13,854,11,888,19,98,22
998.0,391.54284657257335,1,458,13,854,13,1010,18,1011,22
998.0,391.54284657257335,2,458,13,854,13,888,23,37,19
1000.0,391.99543598174927,0,587,13,154,12,888,18,455,24
1000.0,391.99543598174927,1,587,10,854,7,1010,16,455,20
1000.0,391.99543598174927,2,458,14,854,11,888,19,37,22
1002.0,392.4485485448408,0,458,14,854,14,888,16,98,20
1002.0,392.4485485448408,1,587,12,854,9,888,17,590,21
1002.0,392.4485485448408,2,449,11,854,10,888,20,37,18
1004.0,392.9021848665682,0,458,13,854,13,888,18,98,18
1004.0,392.9021848665682,1,458,12,854,14,888,15,356,24
1004.0,392.9021848665682,2,587,11,854,8,171,18,98,18
1006.0,393.35634555235083,0,449,11,854,11,888,17,455,16
1006.0,393.35634555235083,1,458,11,854,8,725,15,98,19
1006.0,393.35634555235083,2,449,9,854,9,888,11,37,18
1008.0,393.8110312083079,0,423,6,854,7,180,14,37,15
1008.0,393.8110312083079,1,301,8,854,7,888,8,37,13
1008.0,393.8110312083079,2,278,9,854,6,180,9,37,12
1010.0,394.26624244125907,0,587,11,854,8,888,17,542,22
1010.0,394.26624244125907,1,587,9,854,11,888,14,455,16
1010.0,394.26624244125907,2,458,13,854,12,888,20,98,17
1012.0,394.72197985872566,0,458,16,854,13,725,22,455,17
1012.0,394.72197985872566,1,587,10,854,11,888,16,455,19
1012.0,394.72197985872566,2,587,13,854,10,888,15,590,21
1014.0,395.17824406893106,0,449,9,854,10,888,13,542,22
1014.0,395.17824406893106,1,587,11,854,12,888,18,98,18
1014.0,395.17824406893106,2,458,14,854,14,888,18,98,20
1016.0,395.63503568080176,0,458,16,854,13,888,16,455,23
1016.0,395.63503568080176,1,458,13,854,13,888,17,98,20
1016.0,395.63503568080176,2,449,12,854,13,888,14,37,19
1018.0,396.0923553039682,0,458,13,876,12,888,11,455,22
1018.0,396.0923553039682,1,458,13,854,16,888,16,98,22
1018.0,396.0923553039682,2,587,13,854,11,888,16,1008,22
1020.0,396.5502035487653,0,458,10,854,13,888,15,98,15
1020.0,396.5502035487653,1,158,11,876,11,888,12,455,20
1020.0,396.5502035487653,2,458,13,854,14,888,13,98,18
1022.0,397.0085810262337,0,458,13,854,14,888,17,37,20
1022.0,397.0085810262337,1,587,10,854,8,888,18,1008,18
1022.0,397.0085810262337,2,458,13,854,15,888,19,37,19
1024.0,397.4674883481202,0,48,12,854,10,888,16,98,17
1024.0,397.4674883481202,1,458,13,854,12,888,18,1008,16
1024.0,397.4674883481202,2,48,11,854,11,888,13,98,16
1026.0,397.92692612687875,0,458,15,876,16,888,18,1008,23
1026.0,397.92692612687875,1,458,13,154,12,888,20,455,23
1026.0,397.92692612687875,2,458,15,854,18,888,16,1008,23
1028.0,398.38689497567134,0,587,14,854,13,888,19,1011,20
1028.0,398.38689497567134,1,458,14,854,13,888,16,613,22
1028.0,398.38689497567134,2,458,14,876,13,888,17,37,21
1030.0,398.84739550836855,0,449,9,84,11,888,12,117,17
1030.0,398.84739550836855,1,458,13,854,14,888,18,37,20
1030.0,398.84739550836855,2,158,9,84,11,888,8,455,20
1032.0,399.3084283395508,0,449,14,854,11,888,18,1008,23
1032.0,399.3084283395508,1,458,14,854,11,888,16,1008,18
1032.0,399.3084283395508,2,158,9,854,9,888,14,1008,23
1034.0,399.76999408450854,0,158,6,854,6,888,9,367,11
1034.0,399.76999408450854,1,449,7,854,9,888,10,37,11
1034.0,399.76999408450854,2,449,7,154,8,888,12,455,15
1036.0,400.2320933592438,0,158,10,154,11,888,9,117,13
1036.0,400.2320933592438,1,158,6,854,9,888,8,117,10
1036.0,400.2320933592438,2,449,9,154,10,888,11,613,17
1038.0,400.6947267804705,0,587,13,876,13,888,19,1008,26
1038.0,400.6947267804705,1,587,13,154,14,888,20,37,22
1038.0,400.6947267804705,2,587,10,854,13,888,14,367,22
1040.0,401.1578949656154,0,587,14,854,13,888,14,299,23
1040.0,401.1578949656154,1,458,13,854,10,888,16,299,24
1040.0,401.1578949656154,2,458,15,854,14,888,16,299,19
1042.0,401.62159853281895,0,587,13,154,13,888,18,415,27
1042.0,401.62159853281895,1,587,15,154,15,888,20,1008,22
1042.0,401.62159853281895,2,587,12,854,10,888,18,367,22
1044.0,402.0858381009362,0,458,14,854,13,888,19,37,23
1044.0,402.0858381009362,1,458,14,854,16,888,16,37,25
1044.0,402.0858381009362,2,48,14,854,12,888,13,1008,26
1046.0,402.5506142895376,0,458,16,854,12,888,15,299,22
1046.0,402.5506142895376,1,587,9,66,12,888,15,299,19
1046.0,402.5506142895376,2,458,14,854,15,888,15,37,25
1048.0,403.0159277189094,0,458,13,854,16,888,16,299,19
1048.0,403.0159277189094,1,48,14,854,11,888,18,37,21
1048.0,403.0159277189094,2,587,12,854,12,888,16,613,21
1050.0,403.48177901005533,0,158,11,154,12,888,17,299,21
1050.0,403.48177901005533,1,458,13,876,13,888,19,299,23
1050.0,403.48177901005533,2,587,13,154,14,888,16,37,22
1052.0,403.9481687846967,0,158,12,854,13,888,13,299,18
1052.0,403.9481687846967,1,449,9,66,11,888,14,37,22
1052.0,403.9481687846967,2,120,14,854,14,888,20,299,20
1054.0,404.4150976652734,0,587,12,154,13,888,15,299,18
1054.0,404.4150976652734,1,458,12,854,13,888,21,37,22
1054.0,404.4150976652734,2,458,12,854,13,888,19,37,21
1056.0,404.882566274945,0,458,11,854,14,888,14,37,18
1056.0,404.882566274945,1,587,11,854,9,888,14,1011,16
1056.0,404.882566274945,2,449,11,854,11,888,12,1008,18
1058.0,405.3505752375914,0,48,15,854,16,888,20,899,24
1058.0,405.3505752375914,1,48,12,854,13,888,19,37,27
1058.0,405.3505752375914,2,158,12,154,10,888,16,117,23
1060.0,405.81912517781325,0,158,13,854,12,888,16,37,22
1060.0,405.81912517781325,1,587,13,154,14,888,17,319,24
1060.0,405.81912517781325,2,158,12,854,16,888,16,319,21
1062.0,406.28821672093375,0,158,9,854,10,888,15,367,17
1062.0,406.28821672093375,1,120,12,854,13,888,17,299,18
1062.0,406.28821672093375,2,48,12,854,11,888,16,37,23
1064.0,406.75785049299856,0,120,12,854,17,888,16,367,18
1064.0,406.75785049299856,1,120,13,154,13,888,16,37,21
1064.0,406.75785049299856,2,458,11,854,12,888,19,319,22
1066.0,407.2280271207771,0,120,13,854,11,888,14,319,20
1066.0,407.2280271207771,1,120,13,854,13,888,15,299,21
1066.0,407.2280271207771,2,158,11,154,10,888,11,613,19
1068.0,407.6987472317632,0,458,12,854,13,888,19,319,20
1068.0,407.6987472317632,1,120,12,854,13,888,17,319,21
1068.0,407.6987472317632,2,587,14,154,16,888,13,37,23
1070.0,408.1700114541762,0,120,15,154,13,888,19,37,26
1070.0,408.1700114541762,1,158,11,854,14,888,16,319,24
1070.0,408.1700114541762,2,120,12,854,15,888,15,319,21
1072.0,408.64182041696137,0,120,11,854,13,888,15,299,19
1072.0,408.64182041696137,1,587,12,854,14,888,16,1008,23
1072.0,408.64182041696137,2,120,12,154,14,888,18,299,21
1074.0,409.1141747497912,0,587,13,854,12,888,12,1008,18
1074.0,409.1141747497912,1,48,9,854,10,888,10,319,23
1074.0,409.1141747497912,2,158,14,854,11,888,13,577,21
1076.0,409.58707508306594,0,120,12,854,13,500,17,319,19
1076.0,409.58707508306594,1,278,11,854,10,888,12,319,18
1076.0,409.58707508306594,2,120,12,854,13,888,14,319,19
1078.0,410.06052204791445,0,587,14,854,14,888,12,319,24
1078.0,410.06052204791445,1,587,13,154,16,888,13,299,22
1078.0,410.06052204791445,2,158,13,154,12,888,12,483,22
1080.0,410.53451627619523,0,120,12,154,15,888,13,367,22
1080.0,410.53451627619523,1,279,13,854,12,888,14,37,21
1080.0,410.53451627619523,2,120,14,854,15,500,16,319,20
1082.0,411.00905840049717,0,120,14,854,14,888,15,319,19
1082.0,411.00905840049717,1,48,12,854,10,888,12,852,23
1082.0,411.00905840049717,2,120,13,854,16,888,19,367,24
1084.0,411.48414905414023,0,458,11,854,11,888,12,319,18
1084.0,411.48414905414023,1,120,14,154,14,888,15,158,24
1084.0,411.48414905414023,2,158,10,854,11,888,14,367,26
1086.0,411.95978887117656,0,48,11,854,8,888,9,158,13
1086.0,411.95978887117656,1,584,9,854,11,297,8,299,16
1086.0,411.95978887117656,2,458,8,854,11,888,7,444,16
1088.0,412.4359784863912,0,278,6,31,5,888,5,852,7
1088.0,412.4359784863912,1,279,8,854,6,694,5,852,8
1088.0,412.4359784863912,2,120,6,154,8,61,6,1008,10
1090.0,412.912718535303,0,587,11,854,11,297,10,319,15
1090.0,412.912718535303,1,587,8,154,9,888,8,977,19
1090.0,412.912718535303,2,120,10,854,6,297,9,672,13
1092.0,413.39000965416517,0,158,11,154,11,888,13,899,19
1092.0,413.39000965416517,1,120,14,154,11,297,15,852,19
1092.0,413.39000965416517,2,584,10,744,14,888,13,852,17
1094.0,413.86785247996664,0,120,13,854,15,888,12,852,22
1094.0,413.86785247996664,1,120,12,854,11,888,13,444,22
1094.0,413.86785247996664,2,158,13,154,10,888,12,899,21
1096.0,414.3462476504327,0,587,14,154,10,297,11,213,24
1096.0,414.3462476504327,1,120,14,854,11,500,15,158,16
1096.0,414.3462476504327,2,279,13,154,12,888,15,158,23
1098.0,414.8251958040254,0,120,13,854,11,297,12,852,21
1098.0,414.8251958040254,1,120,13,854,9,297,13,852,15
1098.0,414.8251958040254,2,120,14,854,13,500,19,444,20
1100.0,415.3046975799451,0,120,14,154,9,500,13,213,21
1100.0,415.3046975799451,1,120,14,154,10,888,12,852,23
1100.0,415.3046975799451,2,120,15,854,12,500,13,852,17
1102.0,415.7847536181311,0,120,12,154,11,61,16,852,24
1102.0,415.7847536181311,1,279,12,154,10,888,11,367,22
1102.0,415.7847536181311,2,120,13,854,11,297,16,319,20
1104.0,416.2653645592622,0,120,12,854,14,500,11,213,20
1104.0,416.2653645592622,1,120,13,154,14,888,13,158,18
1104.0,416.2653645592622,2,120,15,154,12,297,15,273,21
1106.0,416.7465310447578,0,120,14,154,10,888,11,213,15
1106.0,416.7465310447578,1,120,13,154,13,888,15,367,22
